اشکبار	'aSkbAr
تعمدی	ta'ammodi
باهوش	bAhuS
ناشکیب	nASakib
تک‌سلولی	takselluli
مزخرف	mozaxraf
رنجور	ranjur
پرجاذبه	porjAzebe
کمالیان	kamAliyAn
کوژپشت	kuZpoSt
ازاره	'ezAre
انگلیسی‌زبان	'engelisizabAn
دورسنجی	dursanji
جمعیت‌شناسی	jam'iyyatSenAsi
زنبورداری	zanburdAri
تقبل	taqabbol
محابا	mohAbA
گل‌شهر	golSahr
ملاحده	malAhede
شیرین‌‌سخن	Sirinsoxan
پدرکش	pedarkoS
فوب	fob
مکی	makki
مرکزگرا	markazgerA
خمان	xamAn
شماره‌دار	SomAredAr
صمیمی	samimi
تجلید	tajlid
خاطرخواه	xAterxAh
برادروار	barAdarvAr
بازرسی‌شده	bAzresiSode
گریید	geryid
تبدیل‌پذیر	tabdilpazir
شیرماهی	SirmAhi
مشقی	maSqi
مسواک	mesvAk
شرمنده	Sarmande
بهنام	behnAm
رام	rAm
میدانی	meydAni
مگس‌گیر	magasgir
فرشچیان	farSCiyAn
گریان	geryAn
سوفسطائی	sufestA'i
ابراهیم‌وار	'ebrAhimvAr
قاعده	qA'ede
جایزه	jAyeze
بریتیش	beritiS
ممیزه	momayyeze
توریم	turiyom
نجیبانه	najibAne
کارکن	kArkon
مبایعه	mobAye'e
ماسک	mAsk
کلگی	kallegi
خدمات‌دهی	xadamAtdehi
نیکولا	nikolA
دیمی	deymi
همدیگر	hamdigar
حسابرسی	hesAbresi
مشدی	maSdi
یونیسف	yunisef
جدا‌نویسی	jodAnevisi
مفرط	mofrat
بسندگی	basandegi
بخور‌و‌نمیر	boxoronamir
مینوت	minut
خاک‌ورزی	xAkvarzi
آش‌کار	'ASkAr
پرنسیب	peransib
زنگ‌زدگی	zangzadegi
فرارسید	farAresid
موزاییکی	muzAyiki
مسیریابی	masiryAbi
سارغ	sAroq
سنگ‌پشت	sangpoSt
منبع	manba'
آشغالدانی	'ASqAldAni
بروسلوز	buruselloz
تالش	tAleS
بیداد	bidAd
کاهدان	kAhdAn
بازآمده	bAzAmade
گرداوری	gerdAvari
امت	'ommat
گونیا	guniyA
علائیان	'alA'iyAn
بی‌نگین	binegin
حاصلخیز	hAselxiz
علی‌یاری	'aliyAri
خنده‌آوری	xande'Avari
مصلحت‌اندیش	maslehatandiS
گلبولی	golbuli
ماشین‌شویی	mASinSuyi
محدثه	mohaddese
وارد‌شده	vAredSode
نشان‌دهنده	neSAndahande
مسکنت	maskanat
جرثومه	jorsume
چدنی	Codani
جیحون	jeyhun
نوه	nave
ترکمان	torkamAn
زمزم	zamzam
وحدت‌گرا	vahdatgerA
داهی	dAhi
آزادی‌طلب	'AzAditalab
چشمه‌ای	CeSme'i
کنج	konj
نکوبیده	nakubide
متبرکه	motebarreke
یخچالی	yaxCAli
میرصادقی	mirsAdeqi
بیاضی	bayAzi
کیوان	keyvAn
تاج‌الدینی	tAjeddini
فویل	foyl
سرورانگیز	sururangiz
عقب‌نشینی	'aqabneSini
رد‌صلاحیت	raddesalAhiyyat
آنیتا	'AnitA
توخالی	tuxAli
هلند	holand
المنت	'element
پل‌سازی	polsAzi
منجم	monajjem
فومنی	fumani
مزوسفر	mezosfer
ده‌نفره	dahnafare
فلاکت	felAkat
جیرفتی	jirofti
التذاذ	'eltezAz
نقش‌‌آفرینی	naqSAfarini
مملو	mamlov
هفتصد	haftsad
عیوقی	'ayyuqi
نول	novel
اردن	'ordon
همپیاله	hampiyAle
قاسم‌‌آبادی	qAsemAbAdi
عهدنامه	'ahdnAme
پیروکسن	piroksen
پالار	pAlAr
توان‌فرسا	tavAnfarsA
شرمگین	Sarmgin
کاراته	kArAte
آشوب‌طلبانه	'ASubtalabAne
ناسیونالیست	nAsiyonAlist
به‌ظاهر	bezAher
بودائی	budA'i
ایبری	'ibri
سست	sost
بتن	boton
پیش‌نمایش	piSnamAyeS
حبسیه	habsiyye
اسیدلاکتیک	'asidlAktik
مترمکعبی	metremoka''abi
آسانسورچی	'AsAnsorCi
قونسول	qonsul
میزراه	mizrAh
اثبات‌شده	'esbAtSode
شتران	SotorAn
پالی	pAli
فرقه	ferqe
شعبانیه	Sa'bAniyye
شهرگرایی	SahrgerAyi
تبدل	tabaddol
کی‌‌نژاد	keyneZAd
آزمونگر	'Azmungar
لای	lAy
تعقیبی	ta'qibi
پیشه	piSe
امیرزاده	'amirzAde
انشا	'enSA
برفاب	barfAb
مقوی	moqavvi
پرمحصول	pormahsul
فطری	fetri
دریانوردی	daryAnavardi
تارم	tArom
خیز	xiz
رقت‌بار	reqqatbAr
چابهار	CAbahAr
نظایر	nazAyer
باقالی‌پلو	bAqAlipolo
فروریزی	forurizi
پیوستار	peyvastAr
ادراکی	'edrAki
مورخ	movarrex
عینی‌گرایی	'eynigerAyi
تناظر	tanAzor
اجباری	'ejbAri
بی‌رودربایستی	birudarbAyesti
میرحسین	mirhoseyn
زیبایی	zibAyi
دسیسه‌چینی	dasiseCini
رنج‌کشیده	ranjkeSide
تپه‌ماهور	tappemAhur
اشکفت	'eSkaft
انکار	'enkAr
گوزنها	gavaznhA
جوال‌دوز	javAlduz
خانه‌سازی	xAnesAzi
ماش	mAS
مرفاوی	marfAvi
میخواری	meyxAri
بالاتجن	bAlAtajan
اندازه‌گیری	'andAzegiri
قبح	qobh
فولاد‌‌محله	fulAdmahalle
تارومار	tAromAr
تاسوکی	tAsuki
بهیچوجه	behiCvajh
لنین	lenin
غده‌‌ای	qodde'i
قسیس	qessis
تحت‌الحمایه	tahtolhemAye
غیرمنطقی	qeyremanteqi
میخائیل	mixA'il
کنده‌کاری	kandekAri
الکاظمیه	'alkAzemiyye
طاق	tAq
مرسل	morsal
نیویورک	niyoyork
آلئوت	'Ale'ut
ابریشم‌کشی	'abriSamkeSi
مبارزاتی	mobArezAti
تفریحی	tafrihi
متشبث	boteSabbes
یونیفورم	yuniform
همذات‌پنداری	hamzAtpendAri
دلیل‌آوری	dalilAvari
نورباران	nurbArAn
صنعتی	san'ati
افشاگر	'efSAgar
تکواندوکار	tekvAndokAr
جانوران	jAnevarAn
اساس	'asAs
سیخ	six
احتمال	'ehtemAl
غیرعاقلانه	qeyre'AqelAne
آنژیوگرافی	'AnZiyogerAfi
هاج	hAj
زیرراسته	zirrAste
تقطیر	taqtir
حاجیلو	hAjilu
گوهر	gowhar
موی	muy
جاخالی	jAxAli
بهینه‌شده	behineSode
مقنع	moqanna'
چهاردست‌وپا	CAhArdastopA
جنگاوری	jangAvari
موبدی	mubedi
اعتدال	'e'tedAl
اقصی	'aqsA
ریشخند	riSxand
ارکاندیشن	'erkAndiSen
کم‌‌دانش	kamdAneS
دلمردگی	delmordegi
ممانعت	momAne'at
قرا	qorA
چخماقی	CaxmAqi
صدرائی	sadrA'i
دروغی	doruqi
فیگارو	figAro
بلغار	bolqAr
چشم‌آذر	CeSmAzar
فشار‌‌شکن	feSArSekan
موحدیان	movahhediyAn
نامفهوم	nAmafhum
سنایی	sanAyi
عثمان	'osmAn
التیام‌بخش	'eltiyAmbaxS
زجرآور	zajrAvar
مندرجات	mondarajAt
صمصام‌‌السلطنه	samsAmossaltane
آژاکس	'AZAks
غول‌پیکر	qulpeykar
پرجمعیت	porjam'iyyat
فرح‌بخش	farahbaxS
پیلی	pili
ورق‌بازی	varaqbAzi
عالمیان	'AlamiyAn
بازشناس	bAzSenAs
سالم‌سازی	sAlemsAzi
آپوآنزیم	'Apo'Anzim
سهل‌‌الوصول	sahlolvusul
غیرروسی	qeyrerusi
با‌عظمت	bA'azemmat
فرهودی	farhudi
برده	barde
بولند	bolond
کلسترول	kolesterol
مر	morr
خشک‌مغز	xoSkmaqz
طیف‌نگار	teyfnegAr
انتقال‌دهنده	'enteqAldahande
حاتم‌بخشی	hAtambaxSi
مرصوص	marsus
گردو	gerdu
مابعد	mAba'd
تعزیه‌خوانی	ta'ziyexAni
شاسی	SAssi
رکاب	rekAb
شیری	Siri
راست‌روده	rAstrude
یوگا	yugA
انجامیده	'anjAmide
استثمار‌شده	'estesmArSode
دست‌مایه	dastmAye
هوشیاری	hoSyAri
اخته	'axte
خرافات	xorAfAt
آبریزش	'AbrizeS
دم‌جنبانک	domjombAnak
فیض‌‌بخش	feyzbaxS
سپر	separ
مولتان	multAn
گلناز	golnAz
لایحه	lAyehe
مولم	mulem
آلفرد	'Alfered
مثلث	mosallas
ترکیب‌شده	tarkibSode
دل‌آشوب	delASub
قدوس	qoddus
روشنفکرانه	rowSanfekrAne
در	dar
ذیحسابی	zihesAbi
بیانیه	bayAniyye
تندکار	tondkAr
تنید	tanid
دژخیم	deZxim
فرهنگ‌‌نویسی	farhangnevisi
زهار	zehAr
ظاهر	zAher
باند	bAnd
تمنیات	tamanniyyAt
بازنشسته	bAzneSaste
چهار‌مضراب	CAhArmezrAb
مدرج	modarraj
امین	'amin
خواجویی	xAjuyi
آکواریوم	'AkvAriyom
آشپز	'ASpaz
فائق	fA'eq
تعیین‌شده	ta'yinSode
پروژه‌ای	poroZe'i
چهارده‌سالگی	CAhArdahsAlegi
درگه	dargah
کاظمین	kAzemeyn
بحر	bahr
فرمالدئید	farmAlde'id
اهوره‌مزدا	'ahuremazdA
ماضی	mAzi
بی‌هویت	bihoviyyat
اتساع	'ettesA'
هار	hAr
میلی‌ثانیه	milisAniye
ابتکاری	'ebtekAri
پودینگ	puding
فیاض‌‌بخش	fayyAzbaxS
مجیز	majiz
تویوتا	toyutA
بگیروببند	begirobeband
کامپیوتر	kAmpiyuter
قری	qeri
نبی‌الله	nabiyollAh
سرشیر	sarSir
گنجید	gonjid
کاور	kAver
خضراء	xazrA
اجسام	'ajsAm
رزمایش	razmAyeS
ایسین	'isin
ابطال‌پذیر	'ebtAlpazir
بارید	bArid
ملک‌زاده	malekzAde
سیستول	sistol
جرز	jerz
دادودهش	dAdodaheS
نهادی	nahAdi
مولائی	mowlA'i
تبخیری	tabxiri
روبرتو	roberto
ژیلت	Zilet
دنبلان	donbalAn
هیاهو	hayAhu
کپنک	kapanak
فریادکش	faryAdkeS
دالاهو	dAlAhu
خارطوم	xArtum
مطیع	moti'
مهدیشهر	mahdiSahr
بی‌تمکین	bitamkin
سوسو	susu
اسپارتا	'espArtA
خرسک	xersak
نوخاسته	nowxAste
خور	xor
شین	Sin
سینائی	sinA'i
بازنده	bAzande
عطف	'atf
البشیر	'albaSir
محبوس	mahbus
گارانتی	gArAnti
متعصبانه	mote'assebAne
مرهون	marhun
متصدی	motesaddi
تلوتلو	telotelo
آرمان‌خواهی	'ArmAnxAhi
سوخت‌‌رسان	suxtresAn
تریلوبیت	terilobit
باذوق	bAzowq
ثروتمندی	servatmandi
اطلاق	'etlAq
آرمان	'ArmAn
خداجو	xodAju
جانسون	jAnson
سرخر	sarxar
آریانا	'AriyAnA
پرآوازه	por'AvAze
برجسته‌نمایی	barjestenamAyi
بها	bahA
اعلی	'a'lA
بی‌عفتی	bi'effati
شخصی	Saxsi
جانمی	jAnami
فی‌نفسه	finafse
هوا	havA
فرمالین	formAlin
عبدالحسن	'abdolhasan
مقرراتی	moqarrarAti
انفعالی	'enfe'Ali
سانتی‌متر‌مکعب	sAntimetremoka''ab
سازشنامه	sAzeSnAme
کله‌پزی	kallepazi
اعجوبه	'o'jube
کودکانه	kudakAne
موناکو	monAko
پتو	patu
فونداسیون	fondAsiyon
دیررس	dirres
عیبجو	'eybju
نیرو	niru
مسبار	mesbAr
ایرلندی	'irlandi
کتک‌‌کاری	kotakkAri
حسابان	hesAbAn
توسط	tavassot
آبار	'AbAr
ایراندخت	'irAndoxt
عاج‌‌دار	'AjdAr
جولانگاه	jowlAngAh
یاز	yAz
فضل	fazl
تنگرس	tangars
وزین	vazin
نکته‌دان	noktedAn
تاریخ	tArix
استقراضی	'esteqrAzi
نامقبول	nAmaqbul
اصلاندوز	'aslAnduz
حیدرپور	heydarpur
لغزندگی	laqzandegi
یبس	yobs
متقلبانه	moteqallebAne
نگر	negar
ریمل	rimel
خرافه‌پرست	xorAfeparast
لوچه	lowCe
دست‌پخت	dastpoxt
منعکس‌کننده	mon'akeskonande
محاکم	mahAkem
مستر	mester
ف	fe
جدول‌کشی	jadvalkeSi
شیپوره	Seypure
الریاض	'arriyAz
ناخوشایند	nAxoSAyand
قضات	qozAt
شکستگی	Sekastegi
مفتی	mofti
اکیپ	'ekip
تمامی	tamAmi
غدیری	qadiri
بهتر	behtar
نقاله	naqqAle
کهکشانی	kahkeSAni
فی‌‌البداهه	felbedAhe
مبادی‌آداب	mobAdiye'AdAb
دفاع‌کننده	defA'konande
زنده‌باد	zendebAd
برنزه	boronze
معامله‌گر	mo'Amelegar
خسارات	xesArAt
معادل‌سازی	mo'AdelsAzi
لوله‌ای	lule'i
طیار	tayyAr
دنبالچه	dombAlCe
دهری	dahri
آغداشلو	'AqdASlu
کلاسه‌بندی	kelAsebandi
قاطعیت	qAte'iyyat
پلمب	polom
زردآلو	zardAlu
داداش‌زاده	dAdASzAde
زاگرس	zAgros
دو‌دانگه	dodAnge
بالتی	bAlti
شفعه	Sof'e
شکرگزاری	SokrgozAri
معماری	me'mAri
روزبروز	ruzberuz
قیه	qiyye
یک‌رنگی	yekrangi
پروتوپلاست	porotopelAst
توقیفی	towqifi
همه‌کاره	hamekAre
چگال	CegAl
انچوچک	'anCuCak
میان‌وزن	miyAnvazn
یار‌محمدی	yArmohammadi
صبایی	sabAyi
چنار	CenAr
کلنی	koloni
جدلی	jadali
بوزجانی	bozjAni
پرشیا	perSiyA
تله‌اسکی	tele'eski
چهره‌سازی	CehresAzi
نوشتجات	neveStejAt
منذر	monzer
دوبله	duble
داگلاس	dAglAs
تذرو	tazarv
گیلانشاه	gilAnSAh
نعمات	ne'amAt
هجوم‌آور	hojumAvar
بیت	beyt
جنابعالی	jenAb'Ali
نظیف	nazif
مناعت	manA'at
پورپورا	purpurA
فهمان	fahmAn
دژ	deZ
قالپاق	qAlpAq
اروگوئه	'orogu'e
مریلا	merilA
تنبک‌نواز	tonbaknavAz
موخوره	muxore
کشف‌‌شده	kaSfSode
توانمند	tavAnmand
کلیمی	kalimi
دانمارکی	dAnmArki
مهاجرت	mohAjerat
سپیددشت	sepiddaSt
افراسیابی	'afrAsiyAbi
سپهسالار	sepahsAlAr
جماعتی	jamA'ati
زیباشناسی	zibASenAsi
تورمالین	turmAlin
مزینان	mazinAn
زاد	zAd
ناخشنود	nAxoSnud
درنیامده	darnayAmade
اپتیکی	'optiki
ثریا	sorayyA
عدوان	'odvAn
ابرقدرت	'abarqodrat
تجرید	tajrid
علاقه‌‌مندی	'alAqemandi
گشتاور	gaStAvar
روزامد	ruzAmad
اسپکولوم	'espekulom
آتش‌گیر	'AtaSgir
التماس‌آمیز	'eltemAsAmiz
نیم‌بها	nimbahA
میران	mirAn
برق‌نما	barqnemA
لاجورد	lAjevard
ذوالجلال	zoljalAl
پسری	pesari
زمانبر	zamAnbar
فتا	fatA
مینایی	minAyi
شهیدی	Sahidi
رفسنجانی	rafsanjAni
فارسی‌‌گویی	fArsiguyi
کمالی	kamAli
سعفص	sa'fas
معوقه	mo'avvaqe
کاتابولیک	kAtAbolik
تباین	tabAyon
مای‌مرز	mAymarz
بروبوم	barobum
هواناو	havAnAv
پنت	pont
ناکام	nAkAm
دیاتومیت	diyAtomit
میهن‌پرستی	mihanparasti
غیابی	qiyAbi
ملی‌گرا	melligerA
بیش‌از	biSaz
اعتصابی	'e'tesAbi
حلی	holi
بحور	bohur
باریکی	bAriki
بامداد	bAmdAd
شابلن	SAblon
تنبوشه	tanbuSe
مشاطه	maSSAte
جبروتی	jabaruti
ساعت‌گرد	sA'atgard
پیتزا	pitzA
کفش	kafS
خاص	xAss
آهوچشم	'AhuCeSm
گلایه‌آمیز	gelAye'Amiz
گرجی	gorji
ساعت‌ساز	sA'atsAz
سرکنسول	sarkonsul
سکته	sekte
اصحاب	'ashAb
نابخشودنی	nAbaxSudani
قالب	qAleb
تیار	tayyAr
زرنج	zaranj
لرگ	larg
لنفوسیت	lanfosit
مفرغی	mefraqi
ویرگول	virgul
ردوبدل	raddobadal
بالانس	bAlAns
زیرجلکی	zirjolaki
سیگارسازی	sigArsAzi
ایذا	'izA
خدامی	xoddAmi
خرفتی	xerefti
افشانی	'afSAni
امیراحمد	'amir'ahmad
اقاویل	'aqAvil
غنیمت	qanimat
دانه‌بندی	dAnebandi
اخری	'oxrA
محقر	mohaqqar
خرمگسان	xarmagasAn
حیدرخانی	heydarxAni
دریازنی	daryAzani
معکوس	ma'kus
سیم‌‌گون	simgun
زیاده	ziyAde
جفرسون	jeferson
خ	xe
کافه‌تریا	kAfeteryA
سینما‌‌تک	sinamAtek
میرمعزی	mirmo'ezzi
کیست	kist
سینوس	sinus
بی‌مهری	bimehri
استاد	'ostAd
ترب	torob
اسپهبد	'espahbod
سرگرد	sargord
فق	faq
اعسار	'e'sAr
صاحب‌‌الزمانی	sAhebozzamAni
نورشناخت	nurSenAxt
گونه‌گونی	guneguni
پیشگامی	piSgAmi
مالی	mAli
استقامتی	'esteqAmati
خراسانی	xorAsAni
قلعه‌‌مرغی	qal'emorqi
کوه‌‌کمری	kuhkamari
حق‌الله	haqqollAh
جنگ‌زده	jangzade
جانشین	jAneSin
سروکار	sarokAr
دشمن‌تراشی	doSmantarASi
مایاکوفسکی	mAyAkofski
همخوابه	hamxAbe
عارف	'Aref
تمول	tamavvol
مصلحت	maslehat
دستگاهی	dastgAhi
ارادت	'erAdat
افراط‌آمیز	'efrAtAmiz
رسن	rasan
خواسته	xAste
تناوری	tanAvari
کلفتی	kolfati
پرستشگاه	parasteSgAh
تشکیک	taSkik
قربانعلی	qorbAn'ali
قنداق	qondAq
دیک	dik
موش‌خرما	muSxormA
نهنگ	nahang
دیبا	dibA
کک‌مک	kakmak
انوشه	'anuSe
بی‌تاثیر	bita'sir
کشتی‌گیر	koStigir
احرامی	'eherAmi
پرچین	parCin
سطر	satr
مجدالدوله	majdeddowle
پرمنفعت	pormanfe'at
جغرافی‌دان	joqrAfidAn
چخوف	Coxof
گرو	gerav
ربوده	robude
مارگزیدگی	mArgazidegi
شعوب	So'ub
حاجی‌بابا	hAjibAbA
ذات‌الریه	zAtorriye
بی‌تجربه	bitajrobe
نشاط	neSAt
دروغ	doruq
هشلهف	haSalhaf
سالروز	sAlruz
محصص	mohasses
دامنه	dAmane
مستدیر	mostadir
کنونی	konuni
نجیب‌زاده	najibzAde
نیابت	niyAbat
متناسب	motenAseb
التزام	'eltezAm
چنگ	Cang
برادرزن	barAdarzan
رختکن	raxtkan
فرعی	far'i
میوه‌چینی	miveCini
دین‌پناه	dinpanAh
سمبول	sambol
شهره	Sahre
تکنولوژیکی	teknoloZiki
زیر	zir
چرخیده	Carxide
ضد‌‌انگلیسی	zedde'engilisi
امروزی	'emruzi
پرکننده	porkonande
یواشکی	yavASaki
نگرفته	nagerefte
دومنظوره	domanzure
ضجه	zajje
کروموسفر	koromosfer
انگیز	'angiz
زمانی‌که	zamAnike
طشت	taSt
بی‌چون‌وچرا	biCunoCerA
اقتدار	'eqtedAr
یرقان	yaraqAn
الجمل	'aljamal
منعکس‌شده	mon'akesSode
پرارج	por'arj
صباغ	sabbAq
شلیل	Salil
خودکرده	xodkarde
صناعت	sanA'at
دزفولی	dezfuli
ساعتچی	sA'atCi
لاستیکی	lAstiki
پادتن	pAdtan
گرمابه‌دار	garmAbedAr
کاپادوکیه	kApAdukiyye
پوچ‌گرایی	puCgerAyi
فوتبال‌دوست	futbAldust
فرهیختگی	farhixtegi
گتو	geto
روباتی	robAti
ایدئولوژیک	'ide'oloZik
کارخانجات	kArxAnejAt
متعارفه	mote'Arefe
کالابرگی	kAlAbargi
روض‌الجنان	rowzaljanAn
دیروز	diruz
زاغه‌نشین	zAqeneSin
دادنی	dAdani
تبلیغ	tabliq
دانشی	dAneSi
بانو	bAnu
عیار	'ayAr
قدرت‌نمائی	qodratnemA'i
غیرعلمی	qeyre'elmi
تغذیه‌کننده	taqziyekonande
اتلاف	'etlAf
پیجامه	pijAme
ضربان	zarabAn
میانجی	miyAnji
مرصاد	mersAd
پلکان	pellekAn
تهاتر	tahAtor
استبرق	'estabraq
غریب‌‌پور	qaribpur
کوته‌‌دست	kutahdast
معرفت‌شناختی	ma'refatSenAxti
اشکان	'aSkAn
خوش‌اقبال	xoSeqbAl
تفضیل	tafzil
درشکه‌چی	doroSkeCi
مسجع	mosajja'
جاسوس	jAsus
التیام	'eltiyAm
شیمیایی	SimiyAyi
قصه‌‌گو	qessegu
زائیده	zA'ide
ستاره‌دار	setAredAr
در‌اصل	dar'asl
کوخ‌نشین	kuxneSin
غیر‌بانکی	qeyrebAnki
دیرکرد	dirkard
جلوخان	jelowxAn
تعزیر	ta'zir
مکمن	makman
تیغ‌دار	tiqdAr
هرمز‌شهر	hormozSahr
سبکپا	sabokpA
بالش	bAleS
ژاپنی‌الاصل	ZAponiyol'asl
حرفه	herfe
خوابگزار	xAbgozAr
گنبدی	gonbadi
ولی‌زاده	valizAde
لاف	lAf
سارک	sArak
سپارد	sepArd
کر	kar
آقادایی	'AqAdAyi
مکتب	maktab
فخامت	faxAmat
خوش‌بخت	xoSbaxt
نارنجی	nArenji
اقتضاء	'eqtezA
در‌طی	darteye
نفقه	nafaqe
مجاری‌تبار	majAritabAr
بیلان	bilAn
نگارستان	negArestAn
بلوکه	buluke
سوییچ	suyiC
ربعی	rob'i
لارگو	lArgo
جوهر	jowhar
کنتور	kontor
خودشیرینی	xodSirini
خانم‌باز	xAnombAz
گرده‌افشان	garde'afSAn
تقاعدی	taqA'odi
صبرزرد	sabrezard
خاکدان	xAkdAn
بی‌نصیب	binasib
بین‌النهرین	beynonnahreyn
امنیت	'amniyyat
تفرشی	tafreSi
عصاری	'assAri
سینیور	sinyor
اطعمه	'at'ame
بلعیده	bal'ide
حق‌طلب	haqtalab
نازک‌نی	nAzokney
سفاین	safAyen
بیرگ	birag
بوم‌شناس	bumSenAs
اعاده	'e'Ade
گزگز	gezgez
بازگشتی	bAzgaSti
دستجات	dastejAt
پرده‌در	pardedar
حقارتبار	heqArtabAr
بی‌نقطه	binoqte
رضاشاه	rezASAh
افتیمون	'aftimun
گوینده	guyande
غیبی	qeybi
سوزاند	suzAnd
یداللهی	yadollAhi
تاپاله	tApAle
آلنیکو	'Alniko
غافلگیر‌‌کننده	qAfelgirkonande
فروزنده	foruzande
همگن	hamgen
بدل	badal
عمر	'omar
رنجانید	ranjAnid
امپرسیونیست	'ampersiyonist
مولکول	molkul
علائمی	'alA'emi
اتصال	'ettesAl
الیگارش	'oligArS
کوپرا	koprA
دویستی	divisti
